instant,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
469,3,24.0,2,9,4679.0,1,3,3.0,3,2,3.0,0,35.0,1,1,2.0,3,1.0,1,1,1
470,2,24.0,3,6,3092.0,2,1,3.0,2,2,2.0,0,22.0,1,2,1.0,1,1.0,1,1,0
471,1,6.0,3,2,448.0,1,1,4.0,0,2,4.0,1,23.0,1,1,1.0,1,1.0,0,1,0
472,1,9.0,3,4,654.0,1,2,4.0,3,2,3.0,0,28.0,1,1,1.0,3,1.0,0,1,0
473,3,6.0,3,8,1238.0,4,4,4.0,3,2,4.0,1,36.0,1,1,1.0,0,2.0,1,1,1
474,2,18.0,1,6,1245.0,1,2,4.0,2,2,2.0,0,33.0,1,1,1.0,1,1.0,0,1,0
475,1,18.0,4,3,3114.0,1,1,1.0,0,2,4.0,1,26.0,1,2,1.0,1,1.0,0,1,0
476,3,39.0,3,9,2569.0,3,2,4.0,3,2,4.0,0,24.0,1,1,1.0,1,1.0,0,1,1
477,0,24.0,3,6,5152.0,1,3,4.0,3,2,2.0,0,25.0,0,1,1.0,1,1.0,0,1,1
478,2,12.0,3,0,1037.0,2,3,3.0,3,2,4.0,3,39.0,1,1,1.0,3,1.0,0,1,1
479,1,15.0,1,3,1478.0,1,0,4.0,3,2,4.0,0,44.0,1,1,2.0,1,2.0,1,1,1
480,2,12.0,1,6,3573.0,1,2,1.0,0,2,1.0,3,23.0,1,1,1.0,3,1.0,0,1,1
481,2,24.0,3,4,1201.0,1,1,4.0,3,2,1.0,1,26.0,1,1,1.0,1,1.0,0,1,1
482,1,30.0,3,3,3622.0,0,0,4.0,0,2,4.0,1,57.0,1,2,2.0,1,1.0,1,1,1
483,3,15.0,2,3,960.0,0,3,3.0,0,2,2.0,1,30.0,1,1,2.0,1,1.0,0,1,1
484,3,12.0,1,4,1163.0,3,2,4.0,3,2,4.0,3,44.0,1,1,1.0,1,1.0,1,1,1
485,2,6.0,2,4,1209.0,1,4,4.0,3,2,4.0,1,47.0,1,1,1.0,0,1.0,1,1,0
486,3,12.0,3,6,3077.0,1,2,2.0,3,2,4.0,0,52.0,1,1,1.0,1,1.0,1,1,1
487,3,24.0,3,4,3757.0,1,0,4.0,0,0,4.0,2,62.0,1,0,1.0,1,1.0,1,1,1
488,3,10.0,3,4,1418.0,2,2,3.0,3,2,2.0,3,35.0,1,2,1.0,3,1.0,0,0,1
489,3,6.0,3,4,3518.0,1,2,2.0,3,1,3.0,1,26.0,1,2,1.0,1,1.0,0,1,1
490,3,12.0,1,6,1934.0,1,0,2.0,3,2,2.0,2,26.0,1,1,2.0,1,1.0,0,1,1
491,2,27.0,4,0,8318.0,1,0,2.0,0,2,4.0,2,42.0,1,0,2.0,0,1.0,1,1,0
492,3,6.0,1,6,1237.0,2,2,1.0,0,2,1.0,1,27.0,1,1,2.0,1,1.0,0,1,1
493,2,6.0,3,6,368.0,4,0,4.0,3,2,4.0,1,38.0,1,1,1.0,1,1.0,0,1,1
494,1,12.0,1,4,2122.0,1,2,3.0,3,2,2.0,3,39.0,1,2,2.0,3,2.0,0,0,1
495,1,24.0,3,3,2996.0,4,2,2.0,2,2,4.0,0,20.0,1,1,1.0,1,1.0,0,1,0
496,2,36.0,3,3,9034.0,2,1,4.0,3,0,1.0,2,29.0,1,2,1.0,0,1.0,1,1,0
497,3,24.0,1,3,1585.0,1,3,4.0,3,2,3.0,1,40.0,1,1,2.0,1,1.0,0,1,1
498,2,18.0,3,6,1301.0,1,0,4.0,2,1,2.0,3,32.0,1,1,1.0,3,1.0,0,1,1
499,0,6.0,1,4,1323.0,2,0,2.0,1,2,4.0,0,28.0,1,1,2.0,1,2.0,1,1,1
500,1,24.0,3,4,3123.0,1,1,4.0,0,2,1.0,1,27.0,1,1,1.0,1,1.0,0,1,0
501,1,36.0,3,9,5493.0,1,0,2.0,3,2,4.0,2,42.0,1,0,1.0,1,2.0,0,1,1
502,0,9.0,3,6,1126.0,2,0,2.0,1,2,4.0,3,49.0,1,1,1.0,1,1.0,0,1,1
503,2,24.0,1,6,1216.0,2,1,4.0,3,2,4.0,2,38.0,0,1,2.0,1,2.0,0,1,0
504,1,24.0,3,4,1207.0,1,1,4.0,0,2,4.0,1,24.0,1,2,1.0,1,1.0,0,1,0
505,3,10.0,3,4,1309.0,4,2,4.0,3,1,4.0,1,27.0,1,1,1.0,3,1.0,0,1,0
506,0,15.0,1,9,2360.0,3,2,2.0,3,2,2.0,0,36.0,1,1,1.0,1,1.0,1,1,1
507,2,15.0,0,4,6850.0,2,4,1.0,3,2,2.0,1,34.0,1,1,1.0,0,2.0,1,1,0
508,3,24.0,3,6,1413.0,1,2,4.0,2,2,2.0,1,28.0,1,1,1.0,1,1.0,0,1,1
509,3,39.0,3,9,8588.0,2,0,4.0,3,2,2.0,0,45.0,1,1,1.0,0,1.0,1,1,1
510,1,12.0,3,4,759.0,1,3,4.0,3,2,2.0,3,26.0,1,1,1.0,1,1.0,0,1,0
511,3,36.0,3,9,4686.0,1,2,2.0,3,2,2.0,2,32.0,1,0,1.0,0,1.0,1,1,1
512,0,15.0,3,0,2687.0,1,3,2.0,3,2,4.0,1,26.0,1,2,1.0,1,1.0,1,1,1
513,2,12.0,2,6,585.0,1,2,4.0,2,0,4.0,3,20.0,1,2,2.0,1,1.0,0,1,1
514,3,24.0,3,4,2255.0,4,1,4.0,3,2,1.0,1,54.0,1,1,1.0,1,1.0,0,1,1
515,1,6.0,1,4,609.0,1,3,4.0,0,2,3.0,1,37.0,1,1,2.0,1,1.0,0,0,1
516,1,6.0,1,4,1361.0,1,1,2.0,3,2,4.0,3,40.0,1,1,1.0,3,2.0,0,0,1
517,3,36.0,1,3,7127.0,1,1,2.0,0,2,4.0,1,23.0,1,2,2.0,1,1.0,1,1,0
518,1,6.0,3,4,1203.0,2,0,3.0,3,2,2.0,1,43.0,1,1,1.0,1,1.0,1,1,1
519,3,6.0,1,6,700.0,4,0,4.0,3,2,4.0,2,36.0,1,0,2.0,1,1.0,0,1,1
520,3,24.0,1,7,5507.0,1,0,3.0,3,2,4.0,2,44.0,1,0,2.0,1,1.0,0,1,1
521,1,18.0,3,6,3190.0,1,2,2.0,0,2,2.0,3,24.0,1,1,1.0,1,1.0,0,1,0
522,1,48.0,4,3,7119.0,1,2,3.0,3,2,4.0,2,53.0,1,0,2.0,1,2.0,0,1,0
523,3,24.0,3,9,3488.0,2,3,3.0,0,2,4.0,0,23.0,1,1,1.0,1,1.0,0,1,1
524,2,18.0,3,6,1113.0,1,2,4.0,0,1,4.0,3,26.0,1,1,1.0,3,2.0,0,1,1
525,2,26.0,3,9,7966.0,1,1,2.0,3,2,3.0,0,30.0,1,1,2.0,1,1.0,0,1,1
526,3,15.0,1,2,1532.0,2,2,4.0,0,2,3.0,0,31.0,1,1,1.0,1,1.0,0,1,1
527,3,4.0,1,6,1503.0,1,3,2.0,3,2,1.0,3,42.0,1,1,2.0,3,2.0,0,1,1
528,1,36.0,3,6,2302.0,1,2,4.0,1,2,4.0,0,31.0,1,2,1.0,1,1.0,0,1,0
529,1,6.0,3,4,662.0,1,1,3.0,3,2,4.0,3,41.0,1,1,1.0,3,2.0,1,1,1
530,2,36.0,3,2,2273.0,1,3,3.0,3,2,1.0,0,32.0,1,1,2.0,1,2.0,0,1,1
531,2,15.0,3,4,2631.0,2,2,2.0,0,2,4.0,0,28.0,1,2,2.0,1,1.0,1,1,0
532,3,12.0,2,9,1503.0,1,2,4.0,2,2,4.0,3,41.0,1,2,1.0,1,1.0,0,1,1
533,3,24.0,3,6,1311.0,2,3,4.0,2,2,3.0,1,26.0,1,1,1.0,1,1.0,1,1,1
534,3,24.0,3,6,3105.0,4,1,4.0,3,2,2.0,0,25.0,1,1,2.0,1,1.0,0,1,1
535,0,21.0,1,2,2319.0,1,1,2.0,1,2,1.0,0,33.0,1,2,1.0,1,1.0,0,1,0
536,1,6.0,3,4,1374.0,4,4,4.0,0,2,3.0,1,75.0,1,1,1.0,0,1.0,1,1,1
537,2,18.0,1,3,3612.0,1,0,3.0,0,2,4.0,1,37.0,1,1,1.0,1,1.0,1,1,1
538,1,48.0,3,4,7763.0,1,0,4.0,3,2,4.0,2,42.0,0,0,1.0,0,1.0,0,1,0
539,0,18.0,3,3,3049.0,1,1,1.0,0,2,1.0,1,45.0,2,1,1.0,3,1.0,0,1,1
540,2,12.0,3,6,1534.0,1,1,1.0,2,2,1.0,3,23.0,1,2,1.0,1,1.0,0,1,0
541,3,24.0,2,4,2032.0,1,0,4.0,3,2,4.0,2,60.0,1,0,2.0,1,1.0,1,1,1
542,1,30.0,3,3,6350.0,4,0,4.0,3,2,4.0,1,31.0,1,1,1.0,1,1.0,0,1,0
543,0,18.0,3,3,2864.0,1,2,2.0,3,2,1.0,3,34.0,1,1,1.0,3,2.0,0,1,0
544,3,12.0,1,4,1255.0,1,0,4.0,3,2,4.0,3,61.0,1,1,2.0,3,1.0,0,1,1
545,1,24.0,2,4,1333.0,1,4,4.0,3,2,2.0,3,43.0,1,0,2.0,1,2.0,0,1,0
546,3,24.0,1,4,2022.0,1,2,4.0,0,2,4.0,0,37.0,1,1,1.0,1,1.0,1,1,1
547,3,24.0,3,6,1552.0,1,3,3.0,3,2,1.0,0,32.0,0,1,1.0,1,2.0,0,1,1
548,1,12.0,0,6,626.0,1,2,4.0,0,2,4.0,3,24.0,0,1,1.0,3,1.0,0,1,0
549,3,48.0,1,9,8858.0,4,3,2.0,3,2,1.0,2,35.0,1,0,2.0,1,1.0,1,1,1
550,3,12.0,1,7,996.0,4,3,4.0,0,2,4.0,3,23.0,1,1,2.0,1,1.0,0,1,1
551,3,6.0,0,6,1750.0,3,0,2.0,3,2,4.0,1,45.0,0,1,1.0,3,2.0,0,1,1
552,1,48.0,3,6,6999.0,1,3,1.0,2,1,1.0,3,34.0,1,1,2.0,1,1.0,1,1,0
553,2,12.0,1,4,1995.0,2,1,4.0,3,2,1.0,0,27.0,1,1,1.0,1,1.0,0,1,1
554,2,9.0,3,2,1199.0,1,3,4.0,0,2,4.0,1,67.0,1,1,2.0,0,1.0,1,1,1
555,2,12.0,3,6,1331.0,1,1,2.0,3,2,1.0,0,22.0,2,1,1.0,1,1.0,0,1,0
556,2,18.0,4,4,2278.0,2,1,3.0,0,2,3.0,0,28.0,1,1,2.0,1,1.0,0,1,0
557,3,21.0,4,4,5003.0,4,2,1.0,0,2,4.0,1,29.0,0,1,2.0,1,1.0,1,1,0
558,1,24.0,0,3,3552.0,1,3,3.0,3,2,4.0,0,27.0,0,1,1.0,1,1.0,0,1,0
559,2,18.0,1,3,1928.0,1,1,2.0,3,2,2.0,3,31.0,1,1,2.0,3,1.0,0,1,0
560,1,24.0,3,9,2964.0,4,0,4.0,3,2,4.0,2,49.0,0,0,1.0,1,2.0,1,1,1
561,1,24.0,0,6,1546.0,1,3,4.0,3,1,4.0,0,24.0,0,2,1.0,3,1.0,0,1,0
562,0,6.0,2,6,683.0,1,1,2.0,0,2,1.0,1,29.0,0,1,1.0,1,1.0,0,1,1
563,2,36.0,3,4,12389.0,4,2,1.0,3,2,4.0,2,37.0,1,0,1.0,1,1.0,1,1,0
564,2,24.0,2,0,4712.0,4,2,4.0,3,2,2.0,1,37.0,0,1,2.0,0,1.0,1,1,1
565,2,24.0,2,6,1553.0,2,3,3.0,0,2,2.0,1,23.0,1,2,2.0,1,1.0,1,1,1
566,1,12.0,3,4,1372.0,1,3,2.0,1,2,3.0,0,36.0,1,1,1.0,1,1.0,0,1,0
567,3,24.0,1,6,2578.0,0,0,2.0,3,2,2.0,0,34.0,1,1,1.0,1,1.0,0,1,1
568,2,48.0,3,6,3979.0,4,3,4.0,3,2,1.0,0,41.0,1,1,2.0,1,2.0,1,1,1
569,1,48.0,3,6,6758.0,1,2,3.0,0,2,2.0,0,31.0,1,1,1.0,1,1.0,1,1,0
570,1,24.0,3,3,3234.0,1,1,4.0,0,2,4.0,3,23.0,1,2,1.0,3,1.0,1,1,0
571,3,30.0,1,6,5954.0,1,3,3.0,3,0,2.0,0,38.0,1,1,1.0,1,1.0,0,1,1
572,3,24.0,3,9,5433.0,4,4,2.0,0,2,4.0,1,26.0,1,2,1.0,0,1.0,1,1,1
573,1,15.0,3,0,806.0,1,2,4.0,0,2,4.0,1,22.0,1,1,1.0,3,1.0,0,1,1
574,2,9.0,3,6,1082.0,1,0,4.0,3,2,4.0,0,27.0,1,1,2.0,3,1.0,0,1,1
575,3,15.0,1,3,2788.0,1,3,2.0,0,0,3.0,0,24.0,0,1,2.0,1,1.0,0,1,1
576,2,12.0,3,6,2930.0,1,3,2.0,0,2,1.0,3,27.0,1,1,1.0,1,1.0,0,1,1
577,3,24.0,1,2,1927.0,4,2,3.0,0,2,2.0,0,33.0,1,1,2.0,1,1.0,1,1,1
578,2,36.0,1,4,2820.0,1,1,4.0,1,2,4.0,0,27.0,1,1,2.0,1,1.0,0,1,0
579,3,24.0,3,8,937.0,1,1,4.0,2,2,3.0,0,27.0,1,1,2.0,3,1.0,0,1,1
580,2,18.0,1,4,1056.0,1,0,3.0,3,1,3.0,3,30.0,0,1,2.0,1,1.0,0,1,0
581,2,12.0,1,4,3124.0,1,1,1.0,3,2,3.0,3,49.0,0,1,2.0,3,2.0,0,1,1
582,3,9.0,3,3,1388.0,1,2,4.0,0,2,2.0,3,26.0,1,2,1.0,1,1.0,0,1,1
583,2,36.0,3,7,2384.0,1,1,4.0,3,2,1.0,2,33.0,1,2,1.0,3,1.0,0,1,0
584,3,12.0,3,4,2133.0,4,0,4.0,0,2,4.0,2,52.0,1,0,1.0,0,1.0,1,1,1
585,1,18.0,3,3,2039.0,1,2,1.0,0,2,4.0,3,20.0,0,2,1.0,1,1.0,0,1,0
586,1,9.0,1,4,2799.0,1,2,2.0,3,2,2.0,3,36.0,1,2,2.0,1,2.0,0,1,1
587,1,12.0,3,3,1289.0,1,2,4.0,3,1,1.0,1,21.0,1,1,1.0,3,1.0,0,1,1
588,1,18.0,3,1,1217.0,1,2,4.0,2,2,3.0,3,47.0,1,1,1.0,3,1.0,1,1,0
589,1,12.0,1,3,2246.0,1,0,3.0,3,2,3.0,1,60.0,1,1,2.0,1,1.0,0,1,0
590,1,12.0,1,6,385.0,1,3,4.0,0,2,3.0,3,58.0,1,1,4.0,3,1.0,1,1,1
591,2,24.0,2,4,1965.0,4,2,4.0,0,2,4.0,0,42.0,1,2,2.0,1,1.0,1,1,1
592,3,21.0,3,0,1572.0,0,0,4.0,0,2,4.0,3,36.0,0,1,1.0,3,1.0,0,1,1
593,2,24.0,3,4,2718.0,1,2,3.0,0,2,4.0,1,20.0,1,2,1.0,3,1.0,1,1,0
594,1,24.0,0,5,1358.0,4,0,4.0,3,2,3.0,0,40.0,2,1,1.0,0,1.0,1,1,0
595,2,6.0,0,4,931.0,2,1,1.0,0,2,1.0,1,32.0,2,1,1.0,3,1.0,0,1,0
596,1,24.0,3,4,1442.0,1,3,4.0,0,2,4.0,0,23.0,1,2,2.0,1,1.0,0,1,0
597,2,24.0,4,0,4241.0,1,2,1.0,3,2,4.0,3,36.0,1,1,3.0,3,1.0,1,1,0
598,3,18.0,1,4,2775.0,1,3,2.0,3,2,2.0,1,31.0,0,1,2.0,1,1.0,0,1,0
599,3,24.0,2,0,3863.0,1,2,1.0,3,2,2.0,2,32.0,1,0,1.0,1,1.0,0,1,1
600,2,7.0,3,6,2329.0,1,1,1.0,0,1,1.0,3,45.0,1,1,1.0,1,1.0,0,1,1
601,2,9.0,3,3,918.0,1,2,4.0,0,2,1.0,1,30.0,1,1,1.0,1,1.0,0,1,0
602,2,24.0,0,2,1837.0,1,3,4.0,0,2,4.0,2,34.0,0,0,1.0,3,1.0,0,1,0
603,3,36.0,3,3,3349.0,1,2,4.0,0,2,2.0,0,28.0,1,1,1.0,0,1.0,1,1,0
604,0,10.0,3,3,1275.0,1,1,4.0,0,2,2.0,1,23.0,1,1,1.0,1,1.0,0,1,1
605,1,24.0,0,3,2828.0,3,2,4.0,3,2,4.0,3,22.0,2,1,1.0,1,1.0,1,1,1
606,3,24.0,1,0,4526.0,1,2,3.0,3,2,2.0,3,74.0,1,1,1.0,0,1.0,1,1,1
607,2,36.0,3,6,2671.0,2,2,4.0,0,0,4.0,2,50.0,1,0,1.0,1,1.0,0,1,0
608,3,18.0,3,6,2051.0,1,1,4.0,3,2,1.0,3,33.0,1,1,1.0,1,1.0,0,1,1
609,3,15.0,3,9,1300.0,4,0,4.0,3,2,4.0,2,45.0,0,0,1.0,1,2.0,0,1,1
610,1,12.0,3,1,741.0,2,4,4.0,0,2,3.0,1,22.0,1,1,1.0,1,1.0,0,1,0
611,0,10.0,3,4,1240.0,2,0,1.0,0,2,4.0,2,48.0,1,0,1.0,3,2.0,0,1,0
612,1,21.0,3,6,3357.0,0,1,4.0,0,2,2.0,0,29.0,0,1,1.0,1,1.0,0,1,1
613,1,24.0,0,9,3632.0,1,2,1.0,0,1,4.0,0,22.0,0,2,1.0,1,1.0,0,0,1
614,3,18.0,2,3,1808.0,1,3,4.0,0,2,1.0,3,22.0,1,1,1.0,1,1.0,0,1,0
615,2,48.0,4,0,12204.0,4,2,2.0,3,2,2.0,0,48.0,0,1,1.0,0,1.0,1,1,1
616,2,60.0,2,6,9157.0,4,2,2.0,3,2,2.0,2,27.0,1,0,1.0,0,1.0,0,1,1
617,1,6.0,1,4,3676.0,1,2,1.0,3,2,3.0,3,37.0,1,2,3.0,1,2.0,0,1,1
618,2,30.0,3,3,3441.0,2,2,2.0,0,0,4.0,0,21.0,1,2,1.0,1,1.0,0,1,0
619,3,12.0,3,4,640.0,1,2,4.0,1,2,2.0,3,49.0,1,1,1.0,3,1.0,0,1,1
620,2,21.0,1,0,3652.0,1,3,2.0,3,2,3.0,1,27.0,1,1,2.0,1,1.0,0,1,1
621,3,18.0,1,4,1530.0,1,2,3.0,3,2,2.0,1,32.0,0,1,2.0,1,1.0,0,1,0
622,3,48.0,3,0,3914.0,4,2,4.0,1,2,2.0,3,38.0,0,1,1.0,1,1.0,0,1,0
623,1,12.0,3,3,1858.0,1,1,4.0,0,2,1.0,0,22.0,1,2,1.0,1,1.0,0,1,1
624,1,18.0,3,6,2600.0,1,2,4.0,3,2,4.0,2,65.0,1,0,2.0,1,1.0,0,1,0
625,3,15.0,3,6,1979.0,4,0,4.0,3,2,2.0,0,35.0,1,1,1.0,1,1.0,0,1,1
626,0,6.0,3,3,2116.0,1,2,2.0,3,2,2.0,3,41.0,1,1,1.0,1,1.0,1,1,1
627,2,9.0,0,4,1437.0,2,3,2.0,3,2,3.0,2,29.0,1,1,1.0,1,1.0,0,1,0
628,3,42.0,1,3,4042.0,3,2,4.0,3,2,4.0,3,36.0,1,1,2.0,1,1.0,1,1,1
629,3,9.0,3,2,3832.0,4,0,1.0,3,2,4.0,3,64.0,1,1,1.0,3,1.0,0,1,1
630,1,24.0,3,6,3660.0,1,2,2.0,0,2,4.0,0,28.0,1,1,1.0,1,1.0,0,1,1
631,1,18.0,0,3,1553.0,1,2,4.0,3,2,3.0,0,44.0,0,1,1.0,1,1.0,0,1,0
632,2,15.0,3,6,1444.0,4,1,4.0,3,2,1.0,1,23.0,1,1,1.0,1,1.0,0,1,1
633,3,9.0,3,3,1980.0,1,1,2.0,0,0,2.0,0,19.0,1,2,2.0,1,1.0,0,1,0
634,2,24.0,3,4,1355.0,1,1,3.0,0,2,4.0,0,25.0,1,1,1.0,3,1.0,1,1,0
635,3,12.0,3,2,1393.0,1,0,4.0,3,2,4.0,1,47.0,0,1,3.0,1,2.0,1,1,1
636,3,24.0,3,6,1376.0,3,3,4.0,0,2,1.0,0,28.0,1,1,1.0,1,1.0,0,1,1
637,3,60.0,2,6,15653.0,1,3,2.0,3,2,4.0,0,21.0,1,1,2.0,1,1.0,1,1,1
638,3,12.0,3,6,1493.0,1,1,4.0,0,2,3.0,0,34.0,1,1,1.0,1,2.0,0,1,1
639,1,42.0,2,6,4370.0,1,3,3.0,3,2,2.0,1,26.0,0,1,2.0,1,2.0,1,1,0
640,1,18.0,3,2,750.0,1,4,4.0,0,2,1.0,3,27.0,1,1,1.0,2,1.0,0,1,0
641,2,15.0,3,7,1308.0,1,0,4.0,3,2,4.0,0,38.0,1,1,2.0,3,1.0,0,1,1
642,3,15.0,3,2,4623.0,2,2,3.0,3,2,2.0,1,40.0,1,1,1.0,0,1.0,1,1,0
643,3,24.0,1,6,1851.0,1,3,4.0,2,1,2.0,0,33.0,1,1,2.0,1,1.0,1,1,1
644,1,18.0,1,6,1880.0,1,3,4.0,2,2,1.0,1,32.0,1,1,2.0,0,1.0,1,1,1
645,3,36.0,2,0,7980.0,4,1,4.0,3,2,4.0,0,27.0,1,2,2.0,1,1.0,1,1,0
646,1,30.0,4,3,4583.0,1,2,2.0,1,1,2.0,3,32.0,1,1,2.0,1,1.0,0,1,1
647,3,12.0,3,4,1386.0,3,2,2.0,0,2,2.0,1,26.0,1,1,1.0,1,1.0,0,1,0
648,0,24.0,3,4,947.0,1,3,4.0,3,2,3.0,2,38.0,0,0,1.0,1,2.0,0,1,0
649,1,12.0,3,2,684.0,1,2,4.0,3,2,4.0,0,40.0,1,2,1.0,3,2.0,0,1,0
650,1,48.0,3,2,7476.0,1,3,4.0,3,2,1.0,2,50.0,1,0,1.0,0,1.0,1,1,1
651,2,12.0,3,3,1922.0,1,2,4.0,3,2,2.0,1,37.0,1,1,1.0,3,1.0,0,1,0
652,1,24.0,3,4,2303.0,1,0,4.0,3,0,1.0,3,45.0,1,1,1.0,1,1.0,0,1,0
653,2,36.0,2,4,8086.0,2,0,2.0,3,2,4.0,0,42.0,1,1,4.0,0,1.0,1,1,0
654,3,24.0,1,9,2346.0,1,3,4.0,3,2,3.0,0,35.0,1,1,2.0,1,1.0,1,1,1
655,1,14.0,3,4,3973.0,1,4,1.0,3,2,4.0,2,22.0,1,0,1.0,1,1.0,0,1,1
656,2,12.0,3,4,888.0,1,0,4.0,3,2,4.0,0,41.0,0,1,1.0,3,2.0,0,1,0
657,3,48.0,3,6,10222.0,4,3,4.0,3,2,3.0,0,37.0,2,1,1.0,1,1.0,1,1,1
658,2,30.0,4,0,4221.0,1,2,2.0,0,2,1.0,0,28.0,1,1,2.0,1,1.0,0,1,1
659,2,18.0,1,3,6361.0,1,0,2.0,3,2,1.0,2,41.0,1,1,1.0,1,1.0,1,1,1
660,0,12.0,3,6,1297.0,1,2,3.0,2,2,4.0,3,23.0,1,2,1.0,1,1.0,0,1,1
661,1,12.0,3,4,900.0,4,2,4.0,2,2,2.0,0,23.0,1,1,1.0,1,1.0,0,1,0
662,3,21.0,3,3,2241.0,1,0,4.0,3,2,2.0,3,50.0,1,1,2.0,1,1.0,0,1,1
663,2,6.0,2,3,1050.0,1,4,4.0,3,2,1.0,1,35.0,2,1,2.0,0,1.0,1,1,1
664,0,6.0,1,2,1047.0,1,2,2.0,0,2,4.0,1,50.0,1,1,1.0,3,1.0,0,1,1
665,3,24.0,1,5,6314.0,1,4,4.0,3,0,2.0,2,27.0,0,1,2.0,0,1.0,1,1,1
666,2,30.0,0,3,3496.0,0,2,4.0,3,2,2.0,0,34.0,2,1,1.0,1,2.0,1,1,1
667,3,48.0,0,0,3609.0,1,2,1.0,0,2,1.0,3,27.0,2,1,1.0,1,1.0,0,1,1
668,1,12.0,1,4,4843.0,1,0,3.0,3,0,4.0,1,43.0,1,2,2.0,1,1.0,1,1,0
669,0,30.0,1,6,3017.0,1,0,4.0,3,2,4.0,1,47.0,1,1,1.0,1,1.0,0,1,1
670,3,24.0,1,0,4139.0,2,2,3.0,3,2,3.0,1,27.0,1,1,2.0,3,1.0,1,1,1
671,3,36.0,3,0,5742.0,2,3,2.0,3,2,2.0,0,31.0,1,1,2.0,1,1.0,1,1,1
672,3,60.0,3,4,10366.0,1,0,2.0,3,2,4.0,1,42.0,1,1,1.0,0,1.0,1,1,1
673,3,6.0,1,4,2080.0,3,2,1.0,2,2,2.0,0,24.0,1,1,1.0,1,1.0,0,1,1
674,3,21.0,2,0,2580.0,3,1,4.0,3,2,2.0,3,41.0,0,1,1.0,3,2.0,0,1,0
675,3,30.0,1,6,4530.0,1,3,4.0,0,2,4.0,0,26.0,1,2,1.0,0,1.0,1,1,1
676,3,24.0,1,3,5150.0,1,0,4.0,3,2,4.0,0,33.0,1,1,1.0,1,1.0,1,1,1
677,2,72.0,3,6,5595.0,2,2,2.0,2,2,2.0,0,24.0,1,1,1.0,1,1.0,0,1,0
678,1,24.0,3,6,2384.0,1,0,4.0,3,2,4.0,3,64.0,0,2,1.0,3,1.0,0,1,1
679,3,18.0,3,6,1453.0,1,1,3.0,0,2,1.0,3,26.0,1,1,1.0,1,1.0,0,1,1
680,3,6.0,3,2,1538.0,1,1,1.0,0,2,2.0,2,56.0,1,1,1.0,1,1.0,0,1,1
681,3,12.0,3,6,2279.0,4,2,4.0,3,2,4.0,2,37.0,1,0,1.0,1,1.0,1,1,1
682,3,15.0,2,6,1478.0,1,2,4.0,2,2,3.0,3,33.0,0,1,2.0,1,1.0,0,1,1
683,3,24.0,1,6,5103.0,1,1,3.0,2,2,3.0,2,47.0,1,0,3.0,1,1.0,1,1,1
684,2,36.0,2,0,9857.0,2,3,1.0,3,2,3.0,1,31.0,1,1,2.0,3,2.0,1,1,1
685,3,60.0,3,4,6527.0,4,2,4.0,3,2,4.0,2,34.0,1,0,1.0,1,2.0,1,1,1
686,0,10.0,1,6,1347.0,4,3,4.0,3,2,2.0,1,27.0,1,1,2.0,1,1.0,1,1,1
687,2,36.0,2,4,2862.0,2,0,4.0,3,2,3.0,2,30.0,1,0,1.0,1,1.0,0,1,1
688,3,9.0,3,6,2753.0,2,0,3.0,3,0,4.0,0,35.0,1,1,1.0,1,1.0,1,1,1
689,1,12.0,3,4,3651.0,0,2,1.0,3,2,3.0,1,31.0,1,1,1.0,1,2.0,0,1,1
690,1,15.0,1,3,975.0,1,2,2.0,1,2,3.0,1,25.0,1,1,2.0,1,1.0,0,1,1
691,2,15.0,3,7,2631.0,2,2,3.0,0,2,2.0,3,25.0,1,1,1.0,3,1.0,0,1,1
692,2,24.0,3,6,2896.0,2,1,2.0,3,2,1.0,0,29.0,1,1,1.0,1,1.0,0,1,1
693,1,6.0,1,4,4716.0,4,1,1.0,3,2,3.0,3,44.0,1,1,2.0,3,2.0,0,1,1
694,3,24.0,3,6,2284.0,1,3,4.0,3,2,2.0,0,28.0,1,1,1.0,1,1.0,1,1,1
695,3,6.0,3,9,1236.0,3,2,2.0,3,2,4.0,1,50.0,1,2,1.0,1,1.0,0,1,1
696,2,12.0,3,6,1103.0,1,3,4.0,3,1,3.0,3,29.0,1,1,2.0,1,1.0,0,0,1
697,3,12.0,1,4,926.0,1,4,1.0,0,2,2.0,1,38.0,1,1,1.0,2,1.0,0,1,1
698,3,18.0,1,6,1800.0,1,2,4.0,3,2,2.0,0,24.0,1,1,2.0,1,1.0,0,1,1
699,0,15.0,3,2,1905.0,1,0,4.0,3,2,4.0,0,40.0,1,2,1.0,0,1.0,1,1,1
700,3,12.0,3,3,1123.0,3,2,4.0,0,2,4.0,0,29.0,1,2,1.0,3,1.0,0,1,0
701,1,48.0,1,9,6331.0,1,0,4.0,3,2,4.0,2,46.0,1,0,2.0,1,1.0,1,1,0
702,0,24.0,3,6,1377.0,2,0,4.0,0,2,2.0,2,47.0,1,0,1.0,1,1.0,1,1,1
703,2,30.0,2,0,2503.0,2,0,4.0,3,2,2.0,1,41.0,2,1,2.0,1,1.0,0,1,1
