instant,class code,largest spot code,spot dist code,Activity,Evolution,Previous 24 hour code,Historically-complex,become complex,Area,Area of the largest spot,target
992,3,0,2,1,2.0,1.0,2,2,1,1,1
993,3,2,1,1,2.0,1.0,2,2,1,1,1
994,1,3,2,1,1.0,1.0,2,2,1,1,0
995,0,5,2,1,3.0,1.0,1,2,1,1,1
996,3,4,1,2,3.0,1.0,2,2,1,1,0
997,0,5,2,1,3.0,1.0,1,2,1,1,0
998,5,4,3,1,3.0,1.0,2,2,1,1,0
999,5,4,3,1,3.0,1.0,1,2,1,1,0
1000,3,2,1,2,2.0,1.0,2,2,1,1,1
1001,0,5,2,1,3.0,1.0,1,2,1,1,0
1002,5,1,3,1,3.0,1.0,1,2,1,1,0
1003,5,4,3,1,2.0,1.0,2,1,1,1,0
1004,5,4,3,1,2.0,1.0,1,2,1,1,0
1005,5,3,3,1,3.0,1.0,2,1,1,1,0
1006,5,4,3,1,2.0,1.0,1,2,1,1,1
1007,0,5,2,1,3.0,1.0,1,2,1,1,0
1008,1,4,2,1,2.0,1.0,2,2,1,1,0
1009,2,0,1,2,2.0,1.0,2,2,1,1,1
1010,5,4,3,1,3.0,1.0,2,1,1,1,0
1011,4,2,1,1,2.0,1.0,2,2,1,1,1
1012,3,0,1,2,3.0,1.0,2,2,1,1,0
1013,0,5,2,1,2.0,1.0,1,2,1,1,0
1014,0,5,2,1,3.0,1.0,1,2,1,1,0
1015,0,5,2,1,3.0,1.0,1,2,1,1,0
1016,2,0,2,2,3.0,3.0,2,2,1,1,1
1017,0,5,2,1,3.0,1.0,1,2,1,1,0
1018,2,0,2,1,3.0,1.0,1,2,1,1,0
1019,0,5,2,1,3.0,1.0,1,2,1,1,0
1020,5,3,3,2,1.0,1.0,2,2,1,1,0
1021,3,3,2,1,3.0,1.0,2,2,2,1,0
1022,4,2,0,2,3.0,1.0,2,2,2,1,0
1023,2,4,2,1,1.0,1.0,2,2,1,1,0
1024,2,3,1,1,3.0,1.0,2,2,1,1,0
1025,1,4,2,2,2.0,2.0,1,2,1,1,0
1026,0,5,2,1,3.0,1.0,1,2,1,1,0
1027,1,3,2,1,2.0,1.0,1,2,1,1,0
1028,2,4,2,1,2.0,1.0,2,2,1,1,0
1029,1,3,2,1,3.0,1.0,1,2,1,1,0
1030,1,2,2,1,2.0,1.0,1,2,1,1,1
1031,0,5,2,1,3.0,1.0,1,2,1,1,0
1032,2,0,2,1,3.0,1.0,1,2,1,1,1
1033,2,3,2,1,3.0,1.0,1,2,1,1,1
1034,0,5,2,1,3.0,1.0,1,2,1,1,1
1035,0,5,2,1,2.0,1.0,1,2,1,1,0
1036,1,1,2,1,3.0,1.0,2,2,1,1,0
1037,0,5,2,1,2.0,1.0,1,2,1,1,0
1038,2,3,2,1,3.0,1.0,1,2,1,1,0
1039,5,0,3,1,2.0,1.0,2,2,1,1,0
1040,1,4,1,1,2.0,1.0,1,2,1,1,0
1041,2,0,1,2,2.0,1.0,2,2,1,1,1
1042,5,4,3,1,2.0,1.0,1,2,1,1,0
1043,1,0,2,1,2.0,1.0,1,2,1,1,1
1044,4,0,0,2,3.0,1.0,2,2,2,1,1
1045,2,0,1,1,3.0,1.0,2,2,1,1,1
1046,4,0,1,2,2.0,1.0,2,2,1,1,1
1047,2,4,2,1,2.0,1.0,2,2,1,1,0
1048,3,1,1,1,3.0,1.0,2,2,1,1,1
1049,5,4,3,1,3.0,1.0,1,2,1,1,0
1050,1,3,2,1,3.0,1.0,1,2,1,1,0
1051,2,0,1,1,3.0,1.0,1,2,1,1,0
1052,2,3,1,1,3.0,1.0,1,2,1,1,1
1053,0,5,1,2,2.0,1.0,2,2,1,1,0
1054,1,4,2,1,3.0,1.0,1,2,1,1,0
1055,5,4,3,1,2.0,1.0,2,1,1,1,0
1056,1,3,2,1,2.0,1.0,1,2,1,1,0
1057,5,4,3,1,2.0,1.0,2,2,1,1,0
1058,5,3,3,1,3.0,1.0,1,2,1,1,0
1059,5,4,3,1,3.0,1.0,2,2,1,1,1
1060,0,5,2,1,1.0,1.0,1,2,1,1,0
1061,0,5,2,1,3.0,1.0,1,2,1,1,0
1062,5,0,3,1,3.0,1.0,1,1,1,1,0
1063,5,3,3,1,2.0,1.0,1,2,1,1,0
1064,2,3,2,1,3.0,1.0,1,2,1,1,0
1065,0,5,2,1,3.0,1.0,1,2,1,1,1
